Age,Gender,Comment
65-XX,FEMALE,Love Puerto Rico ESJ a good enough choice Traded our Florida timeshare for the 2nd time in about 5 years to ESJ our 3rd trip to PR. We like PR because it is a Real Place with historyvariety of landscapes and friendly proud people not just built for tourists. Everywhere we went including villages looked fairly well maintained and prosperous.This time our unit #553 was like a hotel room with a small kitchen apt. range sink full refrig microwave dishes for 4 Last time we had more space but in sight and sound of nearby airport. This time balcony overlooked ocean; well actually rooftops and very noisy service area but wide ocean view beyond.Double beds lots of bamboo furniture with many drawers. Room had new looking blue/green pattern carpeting peach colored walls tropic colored bedspreads and drapes. Table and chairs for 4. As exchangers we had no maid service which suited us fine. Bathroom had separate bath and toilet space large sink and vanity space with closet and adequate hangers. Small soaps extra tissue. Paper towels and dish cloth thingy in kitchen but no detergent.Not much contact with personnel but what we had was efficient and pleasant. Key cards did not always work for access doors to beach and pool. Watch that tricky gate to beach. Have to set it just right punch in numbers and move quickly. I and many others got caught in between like a monkey in a cage and had to wait for assistance but got used to it. Beach beautiful and long around the coast great for walking and sunning but not many people using it for swimming except on a holiday while we were there lots of local families..Before we went to Luquillo Beach along the coast to the east famous and beautiful but we did not get there this timeWe senior citizens enjoyed just sitting on beach reading chairs $2.14 daily towels free and sitting around the pool. Rented Corolla from Hertz found out at last minute that our home insurance did not cover PR so had to buy expensive insurance; therefore we felt obligated to make good use of the car. Went to El Yunque rain forest one day our 3rd time but they have built a really nice visitors center since last time with exhibits and facilities. We drove only as far as the tower and climbed up for the view did not penetrate any farther. Lovely weather all the time we were there this week 84 degrees and very little rain. Drove into Old San Juan finally found parking garage. OUr car was equipped with GPS and we really used it but not always understandable in city and mountain villages with one way streets and detours. Traffic seems much much heavier than our last trip. Roads are good and well marked but lots of traffic and delays even on the four lanes. We walked the usual tourist route El Morro etc in Old San Juan had lunch near the cathedral.Husb wanted to drive into the mountainous interior. From an article in Que Pasa maga zine we chose Barranquitas with lunch stop in Aibonito and programmed car to take us by scenic mountain routes. It was that all right round and round and up and down good well marked roads but narrow and curving. Beautiful scenery of mountains. Had lunch at Aibonito and returned did not make it to Barq.As previous reviews we returned nearly every night to our fav restaurant Mi Casita also ate at Chilis across street from ESJ entrance gate. Minimarket in ESJ is well supplied but expensive. We bought breakfast supplies. There is a grocery store next door to Mi Casita. El San Juan resort and casino next door was a Wyndam property last trip. Expensive restaurants which we did not use this time. Casino took our money and did not pay off as well as last time so did not spend as much time there. Seems to have been ritzier and dressier when it was a Wyndam.
65-XX,MALE,Great Location I have been using this hotel for at least 25 years - the manager Don Julian has been there forever and he always recognises my wife and me The street has recently been pedestrianized but taxis are permitted to enter the street to leave hotel guests although some do not realise this and will leave their passengers by the Metro exit on Puerto del Sol - this means a walk of 30 meters to the hotel entrance. Well worth it The breakfasts are superb.
50-64,MALE,Great Value Very Nice Hotel Clean I stayed 4 nights recently for a business trip. The hotel is centrally located right on Ala Wai Blvd and Kaiulani Ave--it is next to some older low-rise apartments NOT crack houses and only a 150 yards from Kuhio Ave which is one the main streets of Waikiki. I had room 1207 which was a standard room on the 12th floor right behind the elevator shaft. The room had a single and queen size bed and a small desk. The bath was adequate the carpet was excellent and the room was very clean. The linens were also more than adequate. The furnishings were in very good to excellent condition. There was a Panasonic TV and a nice size refrigerator. The rooms have a small safe with Medeco high security locks no charge. Overall I was very pleased with the room. The only negative for the room was that it was noisy. One reason is no fault of the hotel--Ala Wai Blvd is main street out of Waikiki and Waikiki itself is a densely packed and noisy environment. The other factor is that the elevator shaft was right behind the wall of this room and every time the elevators moved you could hear the noise elevators. The parking valets were extremely friendly and really hustled. The normal parking rate is $15/day but I got it for $7.50 by making my reservations through AAA. This is cheap parking for Waikiki. I dont drink so I cant comment on the bar. I did try the fish and chips from the menu though. It was $8.95 and was excellent. The food prices were very reasonable for Waikiki--I dont know who thought the prices were expensive. The hotel had a lot of Japanese tourists and caters to this clientele. There is a food service in the lobby that makes bento boxes for the Japanese crowd--I didnt try them but given that the proprietors were from Japan the bento lunches looked very appetizing and authentic. The Hospitality room had 6 computers and I used them to check my email and surf the web. The pool was large and very nice but I did not use it. The continental breakfast was served at poolside from 6:30-9am. This was very basic with coffee cereal toast bagels and donuts and some kind of juice. There might have been a few other items as well. This was the only disappointing aspect of the hotel. Overall the public areas of the hotel were very clean and well maintained and the staff were all very friendly and helpful. Since the hotel breakfast wasnt appealing you can walk to several restaurants within 2-5 minutes. There is a great restaurant 150 yards away in the Ohana West Hotel which offers fast and reasonable meals. Just a half a block away is an ABC Stores--its like an upscale 7-Eleven and they are everywhere on the islands. The hotel is centrally located and close to the beach or if you are driving as you exit the hotel youre right on Ala Wai Blvd with takes you out of Waikiki. Best of all the average cost per night for my 4 nights one weekend night including tax was only $97 This hotel wasnt luxurious but it was clean and comfortable the staff was friendly and the price was more than reasonable. I will definitely stay there again when visiting Honolulu.
25-34,MALE,Amazing Honeymoon We stayed for 5 nights at Secrets Excellence. Let me start by saying Im sorry the review is coming so late. Before booking our honeymoon I read several reviews and this resort was reviewed well. Right after booking our honeymoon the resort began to receive bad reviews; you can imagine my fiance and I were a little nervous. We had nothing to be nervious about. We got off the plane at the grass hut style airport. It was so cool we were greeted by singers and dancers. They even take a picture with some local ladies and try to sell it to you later. The ride to our hotel was a little long and bumpy but nothing you cant manage. Its worth the ride to get to the resort. Just try to enjoy the scenery and do not pay attention to the driving. When we arrived at the resort they took our luggage from taxi and we didnt touch it again until we unpacked it in our room. We paid the extra money for the Excellence Club. We enjoyed it and it was a great added bonus since we were on our honeymoon. If we go back we probably wouldnt pay the extra again; but I dont regret doing it once. We stayed in an ocean view suite. The rooms are very nice. Everything is marble. Dont pay the money for a swimout suite. You really arent that close to the pool. We were so glad we didnt after we saw how far the door was from the pool. Also if you book an ocean view room make sure you request 2nd or 3rd floor. If you are on the 1st floor you cant see the ocean well because of all of the landscape. The food was great. We tried all the restaurants excecpt the asian food. Our favorite was probably the steak house. The seafood was good also. Bourdeaux was nice but not our favorite. You have to keep an open mind though. Things are seasoned differently there--be bold branch out and try something new. We stayed on the beach a lot and didnt do a lot of the organized activities. Lunch on the beach is great dont miss it. We were there to relax so we didnt really participate in the organized activies. We did take a half day snorkeling trip. We were able to swim with shark and stingray. It was unreal. I suggest you try it. We went to the shows each night. They arent vegas but they are still fun. Like I said earlier keep and open mind and drink lots of coco-locos. Those are the best drinks ever. The drinks were great and they flowed freely. We would be lounging by the pool and people would constantly keep your drink fresh. We had an excellent stay. We want to go back for an aniversery. So when you see a bad review over look it and look forward to your trip. We used allinclusiveoutlet.com to book our trip
35-49,MALE,Worst price/quality ratio I ever experienced Dear TravellerI stayed in this hotel from 26th September to 1st October 2006 for attending a nearby conference and continuing with a weekend holiday.The entire room was run down. Everything appeared to be heavily used not meaning to have a nice glance of patina. The bathroom was tiny with almost no room to turn around. Funnily the wardrobe was tiny too so that it did not close with my jackets on a hanger I am not big actually. The TV was ridiculously small and old that I never turned it on. The quality standard of the interior in general was just mediocre maybe. The room faced a street the traffic of which woke me up early as I slept with open windows. Positive about the room was that I had a separate dressing room. The breakfast I tried once at the weekend was quite typical for southern European countries meaning modest but acceptable but nothing to be compared with the standards of international chains. The night porter snapped at me as if I was a foreigner when I woke him up at 4 am although he checked me in and saw me several times it is a small hotel indeed. The cleaners banged at my door at 9 am on two days despite the fact that I left my key in the lock do not disturb signs were not available. The other personnel behaved alright though. The waiters at breakfast were very kind indeed.The room was worth at most 80 Euros a night even taking into account high prices in Florence. I should have complained about the room but simply accepted it because I wrongly remembered my room rate to be about 120 Euros; it was above 180 Euros eventually. That was my fault indeed.My colleagues I travelled with got much nicer hotels newly refurbished rooms excellent breakfast and central as well for a much lower price less than 130 Euros.I recommend to all travellers to avoid this hotel unless you exactly know the room beforehand. As it could be a jewel hopefully the owners spend some money in refurbishing the rooms.Regards
25-34,FEMALE,Wunderful stay in a great hotel We stayed two days in this hotel for touristic reasons. We wanted to look around in Berlin however we were here two yers ago we stayed in the same hotel that time as well. We liked this place so much that we did not search for any other accomodation this time. We found an advantageous two days arrangement on the website which included breakfast it was not a question whether to stay anywhere else.The rooms are spacoious clean and has nice warm colours. The location is perfect for touristic and for business trips as well. The hotel is very nice the staff is very kind you will find even the finest details perfect here free internet access freshly made limonade in the lobby. Dont miss the breakfast it is awesome. Have a nice stay at this hotel
50-64,FEMALE,Great Place For Families Great hotel for tourist travel to DC particularly with kids. Very family friendly. We were there for a week this June and found it to be a perfect location to see all the sights. We took cabs to the museums from the hotel and never paid more than $13 for the trip with two per day that comes to the same price as parking a car at the hotel. The included breakfast every morning is tasty and extensive and my son loved the managers reception every evening for snacks. I also cant say enough positive things about the staff. They were friendly and helpful with directions flagging down cabs and keeping the rooms and the grounds clean. The biggest downside to our stay is that we appeared to be there during school field trip season so there were large swarms of somewhat unsupervised kids using the public areas. While this is a downside it is certainly not the fault of the hotel. The Itallian restaurant in the hotel was very good and there are a number of other restaurant options in easy walking distance of the hotel through nice neighborhoods including a number of embassies. Tip for tired sightseers - there are several local restaurants that will deliver to your room We stretched a tasty Thai dinner out for two days. SInce the rooms are equiped with microwave and refridgerator eating in the room is a reasonable option as well.
65-XX,MALE,Great Hotel Super Staff I have stayed in many hotels in the SF Union Sq area over the past 30 years and the Cartwright is one of the best values I have seen Its older but thoroughly updated has a very passable serve-yourself breakfast cook your own waffles choice of hot and cold cereals yogurts fruit teas Starbucks coffee etc. Rooms are on the small side but mine had a big walk in closet and bathroom with tub/shower good quality toiletries. Free WiFi had a very strong signal even on the 8th floor. Complimentary wine tasting in the library every afternoon. Inexpensive valet or self parking. Very helpful staff Ill definitely stay there in the future
25-34,FEMALE,excellent bargain We stayed at the Bali Mandira two weeks prior to our wedding in Bali. We payed the extra 10 dollars for the upgrade to a deluxe cottage and it was well worth it. The cottage itself was nothing special not a lot of natural light came in so it was quite dark and cold a lot of the time however the bathroom was terrific It was half enclosed half open air so you could stand in a little rockwalled shower with tropical plants surrounding you and look up at the clear blue sky Also included with the upgrade was access to the lounge area which provided soft drinks and cakes free all day long with a happy hour from around 5 to 7 with free cocktails - my husband was in heaven The location is terrific - the beach is separated from the hotel by a pathway however the beach itself was immaculate a big change from the last time we stayed in Legian. Although you are only a short stroll from the main shopping streets the hotel itself is very quiet. The two pools are fantastic particularly the one on the roof top and at nighttime the candles on the tables that surround the other pool from the restaurant give it a really nice ambience. We were so happy with the Mandira we will definitely stay there again.
25-34,FEMALE,Do NOT Have Your Wedding Here Well we found this hotel through long internet searching. We planned for a small beachside destination wedding in Puerto Rico. We both have never been to the island and not sure what to expect. We then found and spoke to the wedding and catering sales manager Marilyn at the Water and Beach Club. There she said not to worry about a permit for they have there own platform and quoted us a price. We were happy to have found a place that seemed to good to be true thats because it was After receiving her rate we sent our contract back to the hotel through air mail. She said that the canopy priced increased and because she had not received anything this was the price to set. Ok not happy about that but will get over it. Then THREE weeks before the wedding they tell me they can not do the beach side wedding without a permit. This permit was a non refundable extra $500.00. And still this permit may not have enough time to review and if it was denied we would still lose the $500.00. THIS IS AFTER THE CONTRACT HAD BEEN SIGNED AND ACCEPTED This is very upsetting so close to the date and the worst part was they did not seem sympathetic at all or offer any compensation. After settling for the site on their terrace I ask for some compensation. After a week of not hearing anything from them even after multiple emails and messages. I call the GM and he does not offer anything we had to demand a free stay at there hotel for failing to live up to their contract. This was a small feat at which should have been easy for them to arrange and still that was a struggle. The worst is yet to come. When we arrive THE DAY OF Marilyn says the seating arrangement we had would not be able to comfortable seat the people we had in its original spot. So she offers 3 other sites within the hotel. After we choose another alternative she then says we can not have the space due to THE POSSIBILITY THAT THEY HAVE PAYING PATRONS USE THE SITE FOR MASSAGES Then after expressing my distaste in this hotel she says that I may use that site for an additional 250 charge. This hotel does not care at all about the thoughts and feelings of there guests A wedding is a special event and should be treated as so. Yet massages for other guest were more important then my dinner reception. These people falied to first know the limitations of their beach permits then treat me like it didnt matter to them how we felt about the situation. Not even to offer something to ease the situation. Even the GM did not give any consolation. I felt as if they cared only for the money they previously received and since they knew we couldnt leave after such short notice and took full advantage of that. DO NOT use this hotel
25-34,MALE,fantastic location I stayed for 4 nights at this hotel The whole hotel was immaculate and the staff courteous and professional. The room was well equipped very grateful for the air conditioning and everything in the room worked.The bathroom was very small shower only but was well decorated and everything was in full working order.The location could not have been better about 3 mins walk from centraal station and practically on the Dam.I did not eat in the restaurant but please do not take this as a criticism I just didnt get round to it. Every time I walked past the restaurant at any time of day it was either full or very nearly full which as a hotel manager in the UK I know is the sign of a very very good restaurantIn summary a very well run hotel clean well presented with a good restaurant going on number of diners. My only criticism and it is very minor indeed is that the welcome from some of the staff was very polite and courteous but felt a little mechanical and not too genuine. However do not let this put you off The Roode Leeuw is very very good
35-49,MALE,Would not go back We are big fans of all inclusive resorts and have stayed in all inclusives in Cancun Mexico 1/2 dozen times. Those resorts were consderred 5-6 stars. So when you read this review keep in mind what our frame of reference is.PROPERTY: The property is very nice with a nice private beach area. Depending on where your room is you could be in for a lot of walking. The walkway between hotels is covered but at the time of year we went it made no difference as it was hot and humid. The beach is on one end of the hotel and most of the dining/activity is on the other end of the hotel. Its like a big rectangular layout with a meanering pool running the length of the layout. There are no elevators at the individual buildings that house the hotel rooms. ROOMS: We had a deluxe junior suite. The rooms are tiny. The smallest I have ever seen Additionally the air conditioning would barely keep the room cool even if you ran it 24/7 IN CONJUNCTION with running the ceiling fan on high speed. The air conditioning intake filter was packed with about 1/2 inch of dirt/lint etc. Apparently it was not just our room that was like this and maintenance seems to replace the filters only when its brought to their attention. We were in a group of 14 people and everyones rooms had the same air conditioning issues some worse than others depending on the floor of the building. When you are out in the blazing heat all day and cannot even come to your room for a break its quite disappointing. We also had a red ant infestation that seemed to have been created by the sugar near the coffee maker either prior guests or room not properly cleaned.SERVICE: The service here was deplorable. From the rooms the bars to the pool side service to the diniing rooms buffet or non buffet. A few examples....At the main pool cabana where towels are given out at 9:45 a.m. one morning they had no towels In the rooms we often were left with no floor towel without ANY face towels less bath towels etc. At the bars ANY of them and we frequented ALL of them they are understaffed and unfriendly unattentive and very slow. It seemed that unless you were greasing the staff with wads of cash in advance of receiving your drink service was not forthcoming. In the dining rooms silverware would often be missing and take forever to get. Asking for a drink or a refill of water was another issue. We are used to the staff somethering us asking if we need something and here you ask and ask and ask and finally get what you need when the meal is over. They seem to be able to habdle the buffet breakfast best. Pool side- there is usually 1 person covering a very large area and as a result your drink will take 10-15 minutes if its early and if its peak time figure 1/2 hour.DINING/FOOD: Food was acceptable. The variety was not impressive over a 6 day stay and the quality was so-so. One plus is that if you want to eat at a fancier restaurant you do not need to make reservations unless you are in a large group. We went to the 4 out of the 5 restaurants and would recommend the French and Japanese ones the most. One issue is that you are expected to wear pants in most of the dining areas for the evening with a proper shirt. While this is not a problem in and of itself its a big issue when its still hot as heck outside and the A/C is barely effective or on in the dining areas. Especially in the Japanese restaurant where there are open grills giving off heat.The staff do not seem well trained and do not have the right attiudes either. Also not all of them speak sufficient English so be forewarned.
65-XX,MALE,Great Service and Property We arrive late and unfortunately the hotel did not have our requested two bedded room available but the desk clerk volunteered to get the front desk manager who appologized compensated us with a free dinner in the hotel restaurant and by the time we were through eating our request room was ready.The room was very large with two queen beds and plenty of room to move around plus large desk space large closet large bathroom with tub shower.The place was immaculately maintained and service always very professional and friendly...the even loaned me an umbrella one day and went out of their way with typical tourist questions.An excellent location just a block from Times Square buses subway tour buses and all the conveniences and trappings of this great big beautiful ciy.Definately recommend.
50-64,MALE,Central and superb Superb hotel with a good location in the heart of Berlin.Large clean comfortable and well-equipped room. Efficient and attentive staff.Short stay for business - not even time for breakfast - but I would unhesitatingly return.
25-34,MALE,Great Hotel I stayed with a few friends for the Miami Half Marathon. This hotel is a very easy 10 minute drive from the start of the race. We had a suite with 2 bedrooms and 2 bathrooms and a full kitchen. Everything was very clean checkin and checkout was smooth the free breakfast eaten after the race was excellent. Unfortunately there were some loud guests or pool crashers around 1:30-2:30 AM that interrupted my sleep. I believe that they were kicked off the premises. I cant blame the hotel for this incident.Id gladly stay there again.
65-XX,FEMALE,great views We stayed here before a cruise in 2 rooms 4 adults. Agesfrom 30s to 60s. Excellent location for cruisers you can walk right to pier 67. Lobby and rooms are more forest lodge decor while loungeand restaurant are very modern and interesting. Views from thelounge are great as you are right over the water. For those thatsuffer from mal de mar it could be a problem but then its agood precurser for your cruise.Rooms are small with fireplaces and some have city view whichare fine but not very scenic. Bathrooms are tiny but fully equipped and stylish.Nice amenities in bathrooms. Very clean neat rooms. Service was friendly if not always accurate with information.Its a long uphill walk to restaurants and shopping. Seattle hasgood transportation system though.Be sure to visit the flight museum outside the city.
25-34,FEMALE,Rain or Sun..still alot of fun MY husband and I were at this resort Jan 17-24. With alot of research on the different resorts in Punta Cana we decided to go with this one for many different but one important reason..The reason is and the main reason was it had a bit of everything to offer especially GOLF. My hubbie is addicted to golf and for me all i was interested in was a fab beach. Oh yes not to mention the price was right as wellWe had a great flight from toronto. We left the cold and the best feeling ever was walking out of the plane in Punta Cana to feel the warmth. Got through the airport smoothly and off we were to find the bus to take us to the resort. That had to be the most confusing thing ever We were told atleast 3 different numbers for the buses and they are all numbered. Each bus for eachresort. Finally we got to the bus and went on. All the other buses were leaving and there we were sitting there with no idea as to why we have not left. Long story short...I still dont know to this daybut lets jsut say it took much longer then it should have. Finally we were on our way. Its a very short bus ride to the resort. Upon arrival to this resort I was completely impressed with the open bright lobby We checked in and within 10 minutes we got our keys to our room. The staff took our bags and placed them into the cart. I WAS SHOCKED that they took our bags but hey what about us? Where is our room? Oh yes one thing I did not like was the fact we had to attempt to find our room on our own. It was interesting to find our villa as I forgot to m ention that we arrived late night. The resort is brightly lit however if u dont know where u r going it can be a fraustrating why to start off. FINALLY got to our room 3127. Walked in and once again I was shocked to see the state of the room...one word to explain the room...PERFECT Very brightlarge and most importuntly CLEAN The shower and the toilet where in the same room and the 2 sitter bathtub was on the otherside from where the shower was. I was super excited to see how nice the rooms were as the other half and I have had some horrible experiences in the past. We decided to drop our things and make our way through the resort to see whats where and find something to eat. No problems th hubbie found some hotdogs and we then found the casino. Lets just say we were not so lucky to win anything.To get to the point of my thoughts of this resort I will list everything good and bad briefly:**PRO***-Clean and spacious rooms-A ceiling fan to keep u extreamly cool and comfy-Fab and clean beach with tons of chairs. To get a hutmust go super early to place ur towels downs. Not a big deal if u dont get onevery breezy cominbg from the beautiful blue ocean-Swimming pool another beautylarge and veryy clean. Lots of chairs so there is no issue. The bar is near by and does not take long to get a cold drink-We had some rain durning our trip and was stuck under a tent by the pool to keep dry. The staff were thereready to get the party started regardless of the weatgher. This is loved the most. -Pool side restaurant..AMAZING The best pizza everall the sodas and beer u wish to have. All u can eat at this place..try the icecream one thing I did not but heard its great-U have choices between 4 different restaurants which unfortuntly we did not go as the main reason is I AM A PICKY EATER. We did eat every day breakfast dinner. I am notsure if there can possibly be anyother person out there as picky as I am...so dont worry about the buffet. U forsure will find something to your liking-the grounds of the resort was sooooo clean and inviting-majority of the staff were always smiling and saying hello. The odd ones some interesting personalities if I can put it that wayWell as u can see no cons to right. I highly recommend this resort. Remember u go with a positive attitude something good always comes ur way. U go negitive well then u mine have well stayed home to complain
25-34,FEMALE,Absolutely fantastic My new husband and I had the opportunity to stay at the Hilton Hawaiian Village for our honeymoon from January 5th through the 12th of this year. I must say after reading some of the reviews on this resort I was extremely anxious to arrive to either confirm or deny the comments of other travelers. I am happy to report that our stay at the resort was met with pure optimism and an amazing experience.We arrived at the Hilton late in the evening on a Saturday after a long flight from New Jersey. My parents are Hilton Grand Vacation Club members and were gracious enough to give us their timeshare for our honeymoon as a wedding present. Therefore we stayed in the Lagoon Tower. When we got off the shuttle our bags were taken immediately to our hotel room without hesitation nor pressure to be tipped. We were guided to our tower and immediately checked in without any problems. I had heard on this site that the resort was currently under construction in certain areas which is true. However we were lucky to be placed in a room on the 14th floor facing the lagoon and the ocean. We had a fantastic view from our room where we were able to see almost the entire resort as well as the water. The room was very clean as well as the balcony. My only complaint concerning the room was the bathroom where I was expecting a separate tub and shower after staying in other 1 bedroom condos through Hilton in the past. However this is not a necessity.The places to eat in the resort can be very expensive. However with the location of the Hilton being in the midst of Waikiki dining options are endless outside of the resort. I would recommend dining at Bali at the Sea in the Hilton due to the quality of both the service as well as the food. It isnt cheap but if you go at 6pm Monday through Thursday ask for the Sunset Dinner Special where you receive a special menu with dining entrees at a reduced price. As for the resort itself it has absolute character and appeal. I found it to be absolutely beautiful whether you were at the beach or on the sidewalk on Kalia Rd. The service was fantastic. We were always greeted whether we were arriving or leaving our tower in the resort. Questions were always addressed on the spot and handled accordingly. I would definitely recommend this resort for couples despite past reviews saying it is more family oriented. Vacations are what you make out of them. Yes there were families with small children at the resort during our stay but in no way did it hinder our awesome experience.If youre looking for an active honeymoon full of activity as well as relaxation the Hilton Hawaiian Village will provide just that.
50-64,MALE,Luxury Hotel: but dont use the glassware Very large Luxury hotel; however as is the rule now with luxury hotels that provide in-room glassware coffee cups wine and water glasses etc.; Drink out of them at your own risk I routinely work in room during business stays the Moneteleone was no exception. During our stay I routinely watched as the staff cleaned our used room glassware and coffepot by simply rinsing them out in the sink and wiping them down with....yes....our used bathroom towels. This is apparently now a standard sinful practice coming to light in luxury hotels. How to quickly tell if this has happened in your room in this or any hotel? Look at the cleaning carts in the halls; if they do not have trays of sanitary wrapped glassware then you can guarantee the glassware in your room has not been replaced and is instead getting the luxury wipedown. Those glasses may not have seen a dishwasher since they were first placed in the room when the hotel was first built.Will stay there again but will adopt the Motel-6 cleanliness standard and bring my own styrofoam/disposable drinking ware.
25-34,MALE,Stay somewhere else This was the final night of a 28 day trip around Australia and New Zealand and I booked this place to break up the long trip from New Zealand back to the UK.The Good:- Location is good right on the waterfront and if you have a view of the harbour I expect it would be pretty nice although not as good as one of the circular quay hotels such as Four Seasons or the Marriott- Decor is nice and modern with nice colours in the room and a big Id guess 32 TVThe Bad:- Check-in was only manned by one person who was clearly very busy. I checked in and was told to go to my room and given a key. Imagine my surprise when I walked into the room to find two other guests already in there. They were extremely surprised to see me as I was to see them. If I had been them I would have been very angry with someone walking in unannounced - I felt very bad about this.I understand mistakes do happen but I feel this could so easily have been avoided and put a downer on the whole stay at the hotel. The desk clerk was verbally apologetic and I asked him to call the occupants of the first room to apologize.The second room I was given was by far the smallest of all the hotels I stayed at during the trip and was the furthest from reception there was on the 3rd floor. It had a small window which was high up and did not open. This faced the street and had a view of a tiny bit of the road leading to the harbour bridge. The notepad in the room still had the previous guests notes on it.No mention or further apology for the room incident was given at check-out or at any other time during my stay.- I was not met by a porter at the arrival door and had to drag my heavy bags up some stairs to reception and to my rooms- Left luggage is kept behind a roped area right next to the door rather than in a separate secured room as in other hotels. I suppose this is secure if there is a porter watching it permanently but I was still anxious leaving my belongings there.- The other person in my party in another room found a cockroach in their room as they were departing.I would definitely not stay at this hotel again. Earlier on in the trip I stayed at the Marriott Sydney Harbour for a week and this is a fantastic hotel. It is preferable in every respect with far better service an excellent exec lounge excellent views and better service location and rooms.
65-XX,MALE,All we expected from the TripAdvisor reviews We chose Amsterdam for a short post Christmas break and selected this hotel based upon the Tripadvisor reviews. Excellent hosts with obvious pride in ownership very helpful and friendly. Well furnished clean small rooms with little cupboard or draw space but certainly warm enough during a cold spell in January.. Good quality breakfast included in our rate. Location is ideal for the concert hall and other Museum area attractions although a little far from the centre of town unless you use public transport  which is close by.We enjoyed our stay here and I would think this hotel excellent for a short break where you dont expect to spend much time in your room.
35-49,FEMALE,We had a very nice experience at the Inn at the Market We stayed at the Inn at the Market over a long Labor Day weekend. Ive read a lot of mixed reviews on the Inn and all I can say is we had a really nice experience there.Were not big on paying a lot for a view in any hotel room because we just dont spend that much time in our room so we opted for a city view. We were in room 408 and it has a view of the courtyard that you walk through as you enter the hotel. For a view of the water we were very satisfied with simply going up to the 5th floor deck where you had an unlimited view of Elliot Bay Mt. Rainier the waterfront and everything youd see if you had a water view room. We took so many pictures from the deck and just stood there and admired the view. It was a nice place to strike up a conversation with other guests and overall a nice place to escape the hustle of the Market area below.Our room was lovely and spacious and we saw no signs of any of the wear and tear that some reviews have mentioned. The bathroom in our room was the size of a small bedroom And one thing I really loved about the bathroom was the shelving unit available for us to put our bathroom things on. Every hotel should offer this so that you dont have to live completely out of your suitcase or have a thousand things on the back of the toilet simply for them to be handy.The tempurpedic bed got a mixed review. I had no issues with it and found it quite comfortable. My husband...not so much. He would have liked a firmer mattress and he said he felt as if he was sleeping on his head the entire time. Overall though it was fine.We dont normally make a lot of use of concierge services etc. and were not big users of room service either so I cant speak a lot about that. We did order dessert through room service one night and it was very nice. For breakfast we went to the Market Bagel shop over on 1st Ave. about 1/2 block south of the hotel for a very inexpensive breakfast a couple of days. One day we walked a few blocks to a nearby coffee shop no not Starbucks...we avoided corporate coffee Cafe Ladro. VERY good coffee and pastries and worth the 6 or 7 blocks to walk.Dinners were mostly eaten in and around the Market area. We can highly recommend Shiro Sushi again within easy walking distance and it was highly recommended to us by one of the front desk staff. Just a tip: Ivars is so overrated dont waste your time. We live in the Midwest and weve had fish here that was so much better than that Long John Silvers knockoff.The Market area itself is a zoo. If you dont like walking into people/crowds in general youll go nuts here after a couple of days. Granted we were there over a holiday weekend and during the last day of Bumbershoot but even after that ended it was still nuts. It really wasnt the crowds that got to us so much as the buskers annoying with a capital A and basically everywhere you turn and the seemingly endless supply of insane people. That was our biggest takeaway from Seattle: is every third person on the street insane? Not that we ever felt threatened quite the contrary. But we had people just randomly yell at us and everyone else around them hiss at us like a cat skateboard by us singing a song about Chairman Mao...it seemed to never end. I guess you can call it free street theatre.The Inn is in the midst of all this and we were definitely at the heart of all the action. The bell staff was incredibly friendly the front-desk staff was helpful the room was very nice the location was tourism ground zero. Not really sure how we could have improved on the experience. Oh and it was sunny and 68 every day we were there So much for the Seattle drizzle experience Honestly if I had one complaint it would be the TV channel selection. There are about 20 channels half of which are sports the other half local government and news. Boring boring boring. But again we dont go on vacation to watch TV. But if youre looking for something interesting to watch as you fall asleep...good luck to you my friend.If we were going back to Seattle and wanted to stay in the city itself I wouldnt hesitate to go back to Inn at the Market.
65-XX,FEMALE,Excellent Start This hotel was an excellent start to our 2 months of travel in US and Canada. We stayed with them for 3 nights from 4 June and despite it being a large corporate hotel all the staff were very friendly and helpful extra brownie points to the lady in the Gift Shop who doubles as the Concierge for going the extra mile. Our room was large well furnished and well maintained and our pre-travel request of a room high up and overlooking the bay had been granted. We made the mistake of picking up our car at the airport on arrival and thought the hotels car parking charge was unreasonable. We didnt like the polystyrene cups on the drinks tray either but found that they were used by a lot of hotels on our travels. If youre a tea drinker then take your own. Apart from those 2 niggles we enjoyed our stay at the Holiday Inn Golden Gateway as it was very central and we were able to walk to most places.
35-49,FEMALE,All Expectations Met and Then Some Living Room
35-49,FEMALE,Jan. 2008 trip From Resort lobby
18-24,FEMALE,Fantastic location and good value for money What a great place to stay if youre looking for somewhere in the Back Bay area. Close to transport links including both Back Bay station fifteen minutes walk and the subway Symphony is the closest stop and about five minutes walk this hotel is great if youre looking to save money and see all Boston has to offer.The only disadvantage is that there was no restaurant when we were there so sadly the convenience of BB was out but it does benefit from being close to several restaurants and a mall which all serve great breakfasts Plus a twenty minute walk takes you in the direction of the main shopping area and the common which has a lot of choice.The rooms are clean and decent sized and the staff on reception were friendly. If you want something wallet-friendly then Id give this a shot- dont expect luxury but it certainly is quality.
